game,algo1,algo2,winner,nb_move
connect4,MCTS_0.9,MCTS_0.7,MCTS,27
connect4,MCTS_1.0,Alphabeta_1,Alphabeta,8
connect4,MCTS_0.9,MCTS_0.8,MCTS,25
connect4,MCTS_1.0,Alphabeta_1,Alphabeta,14
connect4,MCTS_0.9,MCTS_0.7,MCTS,25
connect4,MCTS_1.0,Minimax_1,Minimax,10
connect4,MCTS_0.9,MCTS_0.8,MCTS,21
connect4,MCTS_1.0,Minimax_1,Minimax,10
connect4,MCTS_1.0,Minimax_1,Minimax,10
connect4,MCTS_1.0,Alphabeta_2,Alphabeta,8
connect4,MCTS_1.0,Alphabeta_2,Alphabeta,8
connect4,MCTS_1.0,Alphabeta_1,Alphabeta,24
connect4,MCTS_1.0,MCTS_0.1,draw,12
connect4,MCTS_1.0,Alphabeta_2,Alphabeta,12
connect4,MCTS_0.9,MCTS_1.0,MCTS,22
connect4,MCTS_1.0,Minimax_2,Minimax,8
connect4,MCTS_0.9,MCTS_1.0,MCTS,31
connect4,MCTS_1.0,MCTS_0.1,MCTS,28
connect4,MCTS_1.0,Minimax_2,Minimax,18
connect4,MCTS_1.0,MCTS_0.1,MCTS,28
connect4,MCTS_1.0,Alphabeta_3,Alphabeta,20
connect4,MCTS_1.0,Alphabeta_3,Alphabeta,10
connect4,MCTS_1.0,Minimax_2,Minimax,24
connect4,MCTS_1.0,Alphabeta_3,Alphabeta,16
connect4,MCTS_1.0,MCTS_0.2,MCTS,33
connect4,MCTS_1.0,MCTS_0.2,MCTS,28
connect4,MCTS_1.0,Minimax_3,Minimax,14
connect4,MCTS_1.0,MCTS_0.2,MCTS,36
connect4,MCTS_1.0,Minimax_3,Minimax,8
connect4,MCTS_1.0,MCTS_0.3,MCTS,16
connect4,MCTS_1.0,Alphabeta_4,Alphabeta,12
connect4,MCTS_1.0,Alphabeta_4,Alphabeta,14
connect4,MCTS_1.0,Minimax_3,Minimax,12
connect4,MCTS_1.0,MCTS_0.3,MCTS,32
connect4,MCTS_0.9,Minimax_4,Minimax,18
connect4,MCTS_1.0,Alphabeta_4,Alphabeta,20
connect4,MCTS_1.0,MCTS_0.3,MCTS,34
connect4,MCTS_1.0,MCTS_0.4,MCTS,22
connect4,MCTS_1.0,MCTS_0.4,MCTS,23
connect4,MCTS_1.0,MCTS_0.5,MCTS,11
connect4,MCTS_1.0,MCTS_0.5,MCTS,13
connect4,MCTS_1.0,MCTS_0.4,MCTS,37
connect4,MCTS_1.0,Alphabeta_5,Alphabeta,16
connect4,MCTS_1.0,Alphabeta_5,Alphabeta,16
connect4,MCTS_1.0,Minimax_4,Minimax,12
connect4,MCTS_1.0,MCTS_0.5,MCTS,29
connect4,MCTS_1.0,MCTS_0.7,MCTS,11
connect4,MCTS_1.0,Alphabeta_5,MCTS,23
connect4,MCTS_1.0,MCTS_0.6,MCTS,33
connect4,MCTS_1.0,MCTS_0.6,MCTS,29
connect4,MCTS_1.0,MCTS_0.6,MCTS,23
connect4,MCTS_1.0,Minimax_4,Minimax,18
connect4,MCTS_1.0,MCTS_0.8,MCTS,19
connect4,MCTS_1.0,MCTS_0.8,MCTS,9
connect4,MCTS_1.0,MCTS_0.7,MCTS,25
connect4,MCTS_1.0,MCTS_0.7,MCTS,30
connect4,MCTS_1.0,MCTS_0.8,MCTS,21
connect4,MCTS_1.0,Minimax_4,Minimax,12
connect4,MCTS_1.0,MCTS_0.9,MCTS,19
connect4,MCTS_1.0,MCTS_0.9,MCTS,29
connect4,MCTS_1.0,MCTS_0.9,MCTS,31
